rec_id, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth,Cluster ID,confidence_score
1044, robin, morrisn,14, markham street, balmaincove, broadmeadops,6169, vic,19250124,431,0.8035637377875957
1045, isabella, theodore,269, , nikoa, rena,2446, vic,19711102,1462,1.0
1046, charlee, hugelamnn,8, martley circuit, eddington, mosman,4802, sa,19490921,591,0.8770610264417733
1047, grace, mason,44, henty street, , port macquarie,2370, tas,19200330,428,0.820223747279108
1048, , clarke,97, merfieldplace, the meadows, bull creek,2830, act, ,350,0.9039793416559588
1049, katelyn, colegate,55, fiveash street, retirement village, londonderry,2195, nsw,19280828,39,0.8151769720363489
1050, jameg, mccarthy,121, tillyarddrive, amherst village, ,5268, qld,19350714,391,0.7428759787241546
1051, matthew, webb,61, napier close, , noble park,2079, nsw,19850108,1463,1.0
1052, tommy, spinato,29, howiec urt, pinnacles caravn park, mooloolaba,3356, nsw,19821129,86,0.9057370302193939
1053, rosie, stanley,352, lowrie street, rowethorpe, albury,3194, nsw,19030424,1464,1.0
1054, finlhy, white,15, goodwinstreet, meemar, salisbury heights,4228, qld,19700309,592,0.537471816560787
1055, taars, pegg,32, edmondson street, crowden, kiara,2528, qld,19090425,376,0.7139883069889832
1056, caitlin, couzens,2, kurundi place, abbey fields, sandhill,3043, nsw,19321204,1465,1.0
1057, sach, jasmwine,1, goble street, renown, gawler west,2301, nsw,19791109,1466,1.0
1058, stephanie, dinh,607, mackay crescent, bowan downs, kilsyth,2196, nsw,19700811,1467,1.0
1059, caitlin, cronshaw,88, sturdee crescent, , bundaberg,5290, vic,19741125,1468,1.0
1060, joshua, kirimovs,19, slessor cbrescent, anglican guest village, christie downs,5041, vic,19320714,593,0.921735006828825
1061, olivia, shepherd,39, burnage place, rowethorpe, winston hills,3183, nsw,19320907,9,0.9213172200969459
1062, ciaarn, nguyen,12, woollum dthreet, molinev illage, berwick,6157, qld,19860814,302,0.634501
1063, chelsea, rees,69, shumack street, flt 40, tongala,4300, wa,19550204,1469,1.0
1064, rourke, hoffman,49, ainslie avenue, rockleigh cottage, barooga,3018, vic,19391226,1470,1.0
1065, jasmine, sah,1, goble street, renown, gawler west,2031, nsw,19791109,197,0.8053773107403503
1066, william, panagaris,39, dryandra street, , teesdale,5554, vic,19240824,594,0.7947570713658181
1067, darcie, priest,66, sid barnes crescent, kinglakec entral, dianeola,3011, vic,19570911,595,0.8306986523738464
1068, meaagn, mcphie,3, groom stieet, wonba, box hill south,4350, qld,19391002,597,0.7607352121552513
1069, samantha, green,46, malindi place, harbison vlge, dromana,3131, wa,19200328,1471,1.0
1070, ethan, campbell, , reuther street, , moorook,4709, nsw,19331009,598,0.6466952901724696
1071, adam, eveston,11, kirkladn circuit, warrawong, ,2192, act,19940623,599,0.8563636700539826
1072, tara, ngyen,8, dalley crescent, the palms village, kingaroy,2607, nsw,19591019,1472,1.0
1073, melaniye, bouras,74, gorge cree k orchards, inwood place, hoppers crssing,2203, nsw,19971016,507,0.6332368868277305
1074, lara, plovanic,14, marcus clarke street, pleasant acres, seven hills,4567, nsw,19020827,1473,1.0
1075, mitchell, palachicky,10, adinda street, wiltona, st clair,3021, qld,19200502,1474,1.0
1076, imogen, braithwaite,15, rosman circuit, , nhill,7173, qld,19080131,488,0.7908208854177362
1077, joel, ejlak,61, eppalock street, , taigum,2644, nsw,19351102,18,0.8713002449980258
1078, silas, noble,235, ainsworth street, yongala, clayton,2281, wa,19211208,600,0.8467276945983768
1079, joshua, clarke,25, kingsford smith drive, , taig um,6108, vic,19961109,233,0.85309535
1080, carlin, dabinet,8, holden place, swinger hill, southern river,2730, sa,19550806,503,0.8512233464570055
1081, maddison, green,36, knoke avenue, kimberley, mount eliza,4067, wa,19860821,1475,1.0
1082, troy, laing,55, tidbinbilla road, tourist park, huonville,2088, vic,19061028,601,0.87688875
1083, madeleine, bibb,22, henty street, walea, nambour,5400, tas,19970902,602,0.8493743239228495
1084, holly, shepherd,44, castlereagh crescent, dalkeith cottage, eaton,6060, vic,19980816,110,0.9239460990625115
1085, blake, aldous,4, yambina crescent, north dara, west perth,3805, nsw,19811017,603,0.8448333897788995
1086, victoria, pulford,7, summerville crescent, , black rock,2315, vic,19240707,604,0.8658786674302765
1087, , rundle,2, eaglemont retreat, laalgaryhs, prospect,6168, qld,19070103,203,0.8761484631549427
1088, william, pascoe,4, messenger street, browne's reef, coffs harbour,4670, nsw,19440720,605,0.720963200701235
1089, aidan, horsley,25, rosenthal street, wattlesbrae, irvingdale,3082, vic,19161004,474,0.8759562103570139
1090, holly, nguyen,1, pope street, kilnacrott, westfield,5253, nsw,19211120,606,0.5578445277675519
1091, quinn, godfrey,21, duffy ytreet, arders ier, highton,3165, vci,19450122,61,0.6383707527999469
1092, joel, ryan,62, lance hill avenue, cameiroo, forets hill,370, nsw,19720615,92,0.6083460769080218
1093, xavier, david,10, mcluckie qcrescent, glenbrae, murdoch,3143, sa,19320323,366,0.9010321469818108
1094, emiily, ,173, star close, silverweir, yarram,4505, vic,19950402,609,0.8875095825170309
1095, emma, golder,381, fullerton crescent, careybpark, campsie,2107, qld,19260419,611,0.820523688039837
1096, brydee, westermann,13, burkitt street, mlc cent re, banks,3350, vic,19910126,106,0.8758180731719992
1097, tohmas, white,706, monaro crescent, birrablila, point lonsdale,2098, vic,19310818,1476,1.0
1098, emiily, morrison,15, jinka street, tillabudgery, st andrews,4812, vic,19431121,1477,1.0
1099, , white,20, parker street, m o, calliope,4514, sa,19430329,20,0.8986372941333487
1100, cooper, dandie,54, coates place, the manor garden, pakenham,6210, vic,19490201,612,0.804435968241072
1101, cathwrine, graue,88, maranboy street, walhalla, brookfield,2207, nsw,19070917,613,0.9107675565465426
1102, kylee, papageorgiou,320, bunton place, wyoming park, northbridge,2700, vic,19360919,614,0.7121533
1103, timothy, bellchambers, , , medical cdntre, pymbld,2323, vic,19210723,1478,1.0
1104, juliana, petersen,25, currong sotreet, admiralty quays, glenside,5280, nsw,19610510,191,0.8630059034705166
1105, madeline, gudelj,21, mailey retreat, brentwood vlge, north gregory,3030, qld,19881103,1479,1.0
1106, oliver, seo,15, outtrim avenue, hd allenby, emerald,2298, qld,19891203,1480,1.0
1107, sachin, garcia,20, tanderra crescent, villa 2, geraldton,2705, sa,19320919,534,0.9218274648560059
1108, kranz, alex,35, ogden close, aitnre, kirribilli,5209, vic,19951022,1481,1.0
1109, , baillie,27, agnewstreet, cuthberts court, nichlls,3109, qld,19191108,1482,1.0
1110, xavier, matson,10, marchant circuit, rankin park, kellyville,2085, vic,19620202,1483,1.0
1111, blake, thiesseh,6, kilburn close, wandarri, sandfly,2576, nsw,19210321,346,0.7679268624324056
1112, benjamih, white,1, kitchener street, greenhills, minchinbury,4109, wa,19269828,616,0.8640638457699228
1113, olivia, green,47, mugga way, dunoon (cnr acmpt r road, avenel lheights,6148, vic,19051029,617,0.8393856297199223
1114, danielle, rollins,325, kleinig street, killarney, the basin,4300, nsw,19550517,1484,1.0
1115, bethanie, reid,48, rosedale, maxworthy street, koongal,4210, qld,19641127,1485,1.0
1116, joshua, hoh,97, sommerald place, coralyn, eight mile plains,3178, vic,19260422,140,0.7467190147102123
1117, eliza, sherriff,30, a'beckett street, , emerald,4280, nsw,19471027,332,0.8835293482351542
1118, , gillard,62, matina street, , newocmb,4107, wa,19760203,1486,1.0
1119, boake, aldous,4, yambina crescent, north dara, west perth,3805, nsw,19811017,603,0.774886313903677
1120, camefon, clarke,39, fihelly street, , ,2200, nsw,19821218,365,0.5782518
1121, annabelle, weetra,4, firbank close, fronda, riverhills,2025, sa,19490420,457,0.8747544595450836
1122, lachlan, steinmetz,37, hodgson crescent, anzac house (cnr archer s street, smithfield plains,2500, tas,19560605,1487,1.0
1123, nathan, kunvik,15, bunduluk crescent, aremar, ashfild,3149, nsw,19100926,619,0.7238869504436433
1124, ella, burnell,30, adkinson close, leith, auburn,4558, qld,19360319,620,0.7515436983325396
1125, matthew, brookhouse, , goodparla street, timdooli n, highett,2170, nsw,19101115,202,0.8771739018787881
1126, courtney, schuster,12, conigrave place, cuthberts court, echunga,4380, nsw,19801118,1488,1.0
1127, alka, wilknis, , jervois street, cerbru, coolaroo,6298, nsw,19471017,1489,1.0
1128, lachlan-john, rivers,5, perier place, oakdale, ringwood,4313, nsw,19960904,234,0.8681649194851224
1129, edward, millar,48, oster place, lockwood, somerton park,6509, vic,19390413,1490,1.0
1130, reid, elana,96, vallanc e place, allandale aged care facility, somerton park,2821, nsw,19630226,1491,1.0
1131, tara, pegg,32, edmondson street, crowden, kiara,2528, qld,19090425,376,0.7139883069889832
1132, amy, chaneler,65, plant road, blck 1 089, findom,2086, ,19510715,337,0.7047849853058474
1133, amber, mckiernan,381, crommelin place, sec 487 moorooroo, port macquarie,2257, qld,19920907,1492,1.0
1134, kelsey, ferris,11, champion p lace, rosebrook, boronia heights,2063, nsw,19130601,1493,1.0
1135, pascoe, samant ha,4, messenge r street, brown'es reef, coffs haebour,4670, nsw,19448720,1494,1.0
1136, lachlan-john, rivers,5, perier place, oakdlae, ringwood,4313, nsw,19960904,234,0.8059396073418164
1137, noble, lillian,2, mcclelland avenue, vilal 2, cable ebach,4211, wa,19650716,1495,1.0
1138, indiana, goonan,4, sparkes close, corinella glen, carndgie,3135, nsw,19610313,524,0.7966465343549156
1139, spyke, karlsen,4, northam street, , southbank,2320, wa,19641029,227,0.6803161424351505
1140, imogen, braithw aite,779, rosman circuit, summerdale mepdical centre, nhill,7173, qld,19080131,488,0.5316177910354274
1141, judah, jeffries, , newman morrix circuit, tinaro ofalls, canterbury,2162, nsw,19350906,1496,1.0
1142, adriana, agius,19, wakelinc ircuit, , werrington,4670, vic,19740613,1497,1.0
1143, jacobie, tilleq, , studley steet, rose avle, riverwood,4869, qld, ,1498,1.0
1144, willism, rudd,10, blacklock close, , springvale south,4680, nsw,19260805,624,0.9013647
1145, brodee, brain,25, kitchener street, , ashgrove,6123, vic,19250623,1499,1.0
1146, amber, kexel,49, daintree crxescent, , new farm,4016, vic, ,250,0.7469447536865379
1147, jake, wesbtrook,15, booroondara street, ascot park, salisbury east,2074, nsw,19001115,625,0.7712657926459607
1148, braitwaite, imogen,15, rosman c ircuit, , tarigna,7173, qld,19080131,1500,1.0
1149, connor, moerlakd,38, arthur circle, red cros s units, greenwpod,2680, wa,19351222,222,0.765027497878203
1150, abby, drechsler,16, nicholson crescent, villa32, mount evelyn,2200, nsw,19080409,1501,1.0
1151, jarvis, mattgews,95, derrington crescent, the medaows, centennial park,2073, nsw,19750315,487,0.8476750199966745
1152, waller, hugh,50, jalanga c rescent, grangmeore, rye,4740, qld,19020220,1502,1.0
1153, kai, white,8, cockcroft avenue, allunga, parramatta,4179, ,19551009,80,0.9297397344507851
1154, dillon, stubns,40, murphy ktreet, , salisburyeast,7305, sa,19851018,530,0.5775639003248793
1155, alisha, myles,38, shumack street, greengrove, fadden,2835, qld,19540929,1503,1.0
1156, roy, royle,7, endeavour street, lake kennedy street, cowell,2580, nsw,19250529,284,0.8632381609289378
1157, jasmin, bocchino,3, brickhill place, lake chatsworth, roxburgh park,6101, nsw,19860603,1504,1.0
1158, joanna, dooley,35, cleeve place, warra-gan, bethania,2220, qld,19930513,1505,1.0
1159, alec, mason,18, barrier srreet, sec 443 bellamour, park holme,2029, wa,19061024,248,0.8805196740833534
1160, neve, kiss,232, mcmaster treet, brinjarry, belmont north,3134, qld,19901230,1506,1.0
1161, lauren, heenna,15, warland place, belbee, st clakr,3630, sa,19490630,628,0.7228019922671929
1162, lachlan, tebbutt,457, jim pike avenue, bendarra, lemon tree passage,3233, nsw,19680108,629,0.8803938163876404
1163, reekah, modystach,34, tauss place, pyramid c ara park, revesyb,2216, nsw,19341113,1507,1.0
1164, sam, webb,5, deamer cerscent, belaradah, west lakes shore,2570, wa,19361215,129,0.7657283871911588
1165, elixa, mason,57, kennedy street, brentwoodl vlge, bundabma,4076, tas,19071124,165,0.5520423845038993
1166, lucas, rya,71, walker xrescent, brackenrgae, belrose,5024, vic,19840323,486,0.7272078255605109
1167, alexandra, ,8, anembo s treet, glenlee, frankston,4818, nsw,19930305,1508,1.0
1168, brooklyn, rees,77, kingsmill street, willandra, cabramatta,2035, vic,19841205,631,0.90722746
1169, joshua, belperio,5, castlereagh crescent, manor court, maryborough,7310, nsw,19061028,632,0.9200060373727335
1170, joshua, parr,63, , corcoran, bungwahl,6251, vic,19950525,498,0.7707170276751595
1171, natalia, nguyen, , parer street, mayo specialist medical centre cnr comme, hawthorn,3021, wa,19670219,1509,1.0
1172, christopher, vilums,14, rene street, , crows nest,4754, sa,19851127,283,0.8278358793301032
1173, cassandra, leoanrdi, , clarkson street, yandar ms 582, ringwood,2281, nsw,19030404,364,0.7804676914579994
1174, aidan, horsley,25, rosenthal street, wattle brae, irvingdale,3082, vic,19161004,474,0.8928711248726486
1175, reuben, edgecombe,6, ashburton circuit, north avenue, palmerston,4213, vic,19920512,96,0.8324490798233242
1176, raquel, leslie,37, medley street, tamar arcade, athelstone,4308, sa,19900328,1510,1.0
1177, sarah, mchenr,528, , john flynn medical centre, batlow,4564, vic,19020515,633,0.6085430326598977
1178, cassandra, udr,3025, gundara street, , st albans,3020, wa,19270701,122,0.6967045108220948
1179, lucy, clarke,1, kriewaldt circuit, rosehill, torquay,3084, sa, ,634,0.7150664349865543
1180, brooke, wyllie,40, rumker place, huntington, woodcroft,4655, nsw,19700409,435,0.662960420023065
1181, papp-horvath, emma,115, appel rescent, glen-moria, allamie,2222, nsw,19620713,1511,1.0
1182, holly, benger,84, trenwith close, country house 5 milton park, east maitland,5540, ,19480115,1512,1.0
1183, hannah, reeh,11, badenoch crescent, kayannie, springwood,3019, nsw,19070725,1513,1.0
1184, finlay, rivers,5, crisp circuit, kersey's outh, newstead,2071, vic,19111130,179,0.8502062645816222
1185, kristen, redmond,55, chowne street, , christies beach,3802, nsw,19710416,1514,1.0
1186, noah, weller,67, swanton street, morago, valentine,7307, nsw,19440703,347,0.6604619112760541
1187, lauren, heenan,15, warland place, belbee, st clair,3630, sa,19490630,628,0.8288115455416241
1188, james, croker,109, aston crescent, loma langie, coober pedy,4305, nsw,19170923,638,0.8054827
1189, harry, stubbs,1, mountain creek road, nuffield village, eaton,7310, vic,19721113,4,0.8305279008716906
1190, jarvis, matthews,95, derringtonc rescent, the meadows, centennial park,2073, nsw,19750315,487,0.8755973782751842
1191, luke, goldsworthy,50, wheelercrdscent, glenburn, ingleburn,6042, nsw,19760711,578,0.9005525118693973
1192, molly, mccarthy,63, kanbi lace, , osborne park,2166, nsw,19400529,1515,1.0
1193, shanaye, robson,56, anzac park, , ettalong,3149, qld,19840131,1516,1.0
1194, daniel, jardine,16, lanley square, , normanton,2580, act,19331130,425,0.7045188531974795
1195, jake, rudkiewicz,15, booroondars street, ascot park, salisbury east,2074, nsw,19001115,1517,1.0
1196, campbell, abbey,81, adair street, arcadai, wantirna,6051, sa,19211108,1518,1.0
1197, heath, nicoloe,4, bennelong cfescent, , pagr,850, nsw,19510117,375,0.737071215492703
1198, lauren, noack,41, miago court, clisby farm, combara,6722, sa,19020919,640,0.91025394
1199, callum, jankus,132, wyncliffe, mcgivern crescent, sylvania,3187, nsw,19930925,1519,1.0
1200, jack, mcgurk,33, marrawa h street, , frenchs forest,3462, nsw,19940814,434,0.854284955709121
1201, catherine, graue,88, maranboy street, walhalla, brookfield,2207, nsw,19070917,613,0.9107675565465426
1202, aiden, velkovska,51, yarrawong a street, edinburgh caravan, oakleigh,2485, wa,19220610,641,0.9252132174503581
1203, lily, nguyen,43, hirschfeldcrescent, afflexian, milperra,2084, wa,19270126,522,0.889448616874605
1204, jonah, thorpe,644, monkman street, wonga square, canley heights,5025, vic,19580420,642,0.8163582022616824
1205, wilson, mao,16, duterrau crescent, warrambucca garden, glenden,3232, wa,19171125,643,0.70539665
1206, kylee, stepehndon,81, rose scott circuit, cordobak anor, ashfield,4226, vic,19461101,327,0.7664297807865091
1207, matteus, hobson,32, oxley street, mountview, pitt town,2041, nsw,19151125,1520,1.0
1208, alyssa, dixon,11, halford crescent, willandra, edgecliff,4101, nsw,19860103,645,0.7895273013722512
1209, connor, millar,70, corin p lace, , kuraby,4216, qld,19330925,1521,1.0
1210, john, banelis,5, sextonstreet, glenhrust, auburn,3140, vic,19981006,256,0.7478535805893036
1211, stella, chandler,50, ebden s treet, rosettamvillage, coffs harbour,6304, vic,19741215,29,0.816923668954501
1212, , stanlye,9, eaglemontpretreat, kimb erley, brighton-he-sands,4107, tas,19710422,1522,1.0
1213, samantha, moskwa,28, phillip avenue, riverpark, bacchus marsh,2282, sa,19560206,646,0.8702265202017578
1214, walch, meligda,433, cresden1 2182, sage close, toowong,2549, vic,19220419,1523,1.0
1215, alexandra, clarke,184, sadlier street, yakatoon, frankston,2756, qld,19190129,214,0.873903660458113
1216, jard, mccarthy,18, kanbi place, thehomestead, osborne park,2166, nsw,19400529,160,0.5806841232770101
1217, leon, haar,24, inwood lace, brindabella speicalist centre, newcadtle,4091, vic,19930327,647,0.7507526385354064
1218, luke, stephenson,11, lomman place, marwara, booragul,820, vic,19851007,1524,1.0
1219, jacob, webbr,33, geeves court, , bayswatber,2536, nsw,19931007,1525,1.0
1220, samuel, marousakis,109, carrodus street, tulla burra, young,3400, wa,19441201,1526,1.0
1221, nicholas, hand,10, lansell circuit, kilberry, dareton,2088, vic,19141012,1527,1.0
1222, april, shepherdson,2, oxley street, medical centre, warooka,4118, vic,19550216,124,0.75977027711488
1223, aiden, coleman,12, dumas street, brentwood vlge, carnegie,6210, vic,19510323,1528,1.0
1224, brooke, ryan,46, hodgson crescent, karalta park, sale,3055, nsw,19830207,382,0.9226489757757977
1225, harry, clarke,43, hyndescsecent, royal brisbane hospital, homebush,4805, nsw,19971021,115,0.7610413650739367
1226, flynn, weller,23, woollum street, allunga, surrey hills,2870, qld,19700106,504,0.7639560582201012
1227, walls, samuel,74, shoalhavn avenue, clear crreek, raceview,3223, nsw,19370409,1529,1.0
1228, caleb, hage,34, mcdermotts treet, dallym, yamba,4350, act,19110405,648,0.6550455508919534
1229, blake, ebert,36, archibald street, eden park, stretton,2431, tas,19440107,1530,1.0
1230, hannah, white,3, furphy place, the sandys, granville,4211, vic,19180122,1531,1.0
1231, tahla, vacchiani, , newland street, tahmoor, smithfield,2304, qld,19041007,1532,1.0
1232, aaron, hemminfs,3, henry street, oakey isle sallis lke off, poor aka,3168, qld,19050907,650,0.5992207738209862
1233, andrew, gielen,315, hayward place, santa lucille, caulfield north,6450, vic,19441228,651,0.82266325
1234, jonah, browne,6, bingley crescent, , pindimar,3182, nsw,19250413,1533,1.0
1235, adriana, pinto,64, dryandra street, , brunswich west,5417, qld,19450702,652,0.7423104087882986
1236, aida, webb,24, eddycreuscent, crosshills, white patch,2121, vic,19980911,1534,1.0
1237, , blake,60, endeavour street, sheep station, redehad,7105, qld,19860920,1535,1.0
1238, shepherdosn, harvey,34, lumholtz place, maranui, wilsn,6403, qld,19711002,1536,1.0
1239, blake, thiessen,16, kilburn close, wanda rri, sanufly,4807, nsw,19210321,346,0.751191010904061
1240, bradley, clsrke,40, sharwood crescent, lynd hurat, ringwood,3959, wa,19510302,136,0.8927692791958176
1241, jessica, baillie,26, custance street, tarcolla retirement village, tweed heads,4184, nsw,19281031,653,0.912014351660845
1242, benjamin, novak,39, port jackson circuit, sherwood, dapto,6163, nt,19010630,466,0.8550340355906343
1243, zane, miles,18, millen street, valencia park, aspendale gardens,3133, nsw,19270730,1537,1.0
1244, lily, clarke,14, torrens street, wal 53581, orange,2756, nsw,19460126,635,0.84849554563845
1245, archie, clake,162, nangor street, oaru, westmead,2251, vic,19780909,654,0.6687787174131286
1246, isabella, white,74, beasley street, short st (cnr first ave) & albion park r, para hills,3149, sa,19380127,515,0.8182637148663878
1247, noblke, daniel,519, blakey close, farm cottage, bellevue hill,4035, vci, ,1538,1.0
1248, hamish, gilles,23, godfrey street, cassdaareen, cape paterson,2370, nsw,19180822,655,0.6581758945957921
1249, travis, stubbs,42, scardon street, st john of god hospital, calen,2156, nsw,19010228,656,0.8549462561071766
1250, michael, grafton,3, prescott street, brastaggi, newcomb,3039, nsw,19221021,1539,1.0
1251, ebony, white,25, kay place, corinella, padstow,6007, wa,19450613,1540,1.0
1252, grace, morrison,66, quinlivan crescent, greengrove, caulfield north,4102, vic,19460909,341,0.7915934007300993
1253, casey, tunstpall,1, strahan row, villa 2, yagoina,3038, sa,19110402,657,0.80909777
1254, nathan, allegretto,17, wanaga place, cranbrook, penguin,2200, nsw,19560506,658,0.96408534
1255, , kidsley,18, disney court, ramano estate locn 1, labrador,2281, vic,19450301,145,0.8962347735177733
1256, jake, culph,79, doherty place, rosedale, sunny corner,5039, vic,19681226,1541,1.0
1257, brodie, oats,89, hugh mckay crescent, la villades pins, o'connor,3931, tas,19390421,1542,1.0
1258, lachlan-john, rivdrs,5, perire place, oakiale, ringwood,4313, nsw,19960904,234,0.7359343687291116
1259, alexandra, kiss,15, shellshear place, yambira, mclaren vale,2209, wa,19601231,659,0.85301722121008
1260, charles, mahon,67, gurubun close, iona downs, armidale,7210, nsw,19850928,1543,1.0
1261, beelitz, siawn,3, ashkanasy crescent, miowera, sylvania,5042, nsw,19510904,1544,1.0
1262, nathan, morrison,59, peppin place, , eaglehawk,6172, qld, ,554,0.8823201540802124
1263, bianca, shepherd,22, newdegate street, burbong cottage, fairy fill,2069, qld,19060315,660,0.897928634693511
1264, bradley, bishop,13, newman morris circuit, shiloah, wickepin,2711, wa,19420604,494,0.8817194535479185
1265, jack, browne,23, hartley street, macdonald downs station old homestead, st albans,3055, qld,19530825,661,0.9109154937559371
1266, xepheren, everett,90, packer sgreet, yonda pines, bulimba,4376, wa,19750202,662,0.7806667308511104
1267, jed, mcfadden,4, frencham place, wychwood, bongaree,810, vic,19610503,663,0.8813031323301986
1268, domenique, paterson,15, lubum a place, merewether pub lic school, greensborough,3138, qld,19161017,517,0.7066964860453977
1269, jacob, bowerman,39, lowannas treet, glenvdagh, keysborough,3806, vic,19820914,1545,1.0
1270, kimberly, baillie,27, agnew street, , nicholls,3109, qld,19191108,615,0.9222797147782077
1271, trey, white,10, needham place, mcivor house, lilydale,4810, qld,19740724,665,0.856744596507403
1272, kaitlin, fitzpatrick,4, tenison-woosd circuit, navil us, corrimal east,2099, vic,19790109,666,0.7267466045173809
1273, mia, stephenson,37, nivison lpace, treetops, knoxfield,3137, sa,19631225,569,0.8889090893008822
1274, kia, white,8, allunga, cockcroft avenue, parramatta,4179, ,19551009,81,0.6779289254867842
1275, james, warneke,56, namadgi ccircuit, carrangprra, dalby,3000, nsw,19140410,386,0.7612228836817099
1276, kyle, pringle,72, carrodus street, wattle brae, labrador,3280, wa,19930218,667,0.78656954
1277, maddison, walch,7, leahy close, loxley hse mdcl centre, wynyard,4559, sa,19911221,1546,1.0
1278, jacoxb, kopievsky,24, downward place, banksia village, bunbry,4671, qld,19470530,176,0.5665814693616674
1279, wil, clarke,51, severne crescent, hazelwood garden, coodanup,5070, sa,19400516,636,0.8623002776723572
1280, arabella, weller,78, westbury circuit, , ,4814, vic,19641224,668,0.85145754
1281, whit, nacoya,16, blake place, st johnof god hospital, yount,3228, nsw,19260826,1547,1.0
1282, sarsha, thorpe,2, macleay street, bega flats, torquay,3197, nsw,19200510,670,0.7729818398313753
1283, caresse, ,13, nemarang crescent, sunnyspot farm, nunawading,7021, sa,19250803,1548,1.0
1284, ella, coulston,12, weston sgreet, locheio, hinchinbrook,2212, wa,19080328,1549,1.0
1285, michael, gabbeft,42, jandamar ra street, goolwa octtage, rochedal esouth,4113, nsw,19800705,1550,1.0
1286, thomas, curthoys,25, lawrence crescent, , williamstown,3151, qld,19171213,671,0.8796826
1287, jadd, dixon,20, leven street, francis ch ambers, toronto,3228, nsw,19250415,251,0.8021057375822899
1288, alec, mason,18, barrier street, sec 443 bellamour, park holme,2029, wa,19061024,248,0.8935733896901399
1289, daniel, nguyen,9, , south macroom, st johns park,5157, sa,19620518,1551,1.0
1290, rachel, byers,17, hilder street, berowra, palmerston,4740, nsw,19550530,173,0.771856766279808
1291, lauren, blaschke,27, eggleston crescent, marx hill street, bittern,4169, vic,19130618,673,0.9252132174503581
1292, bayden, lamborn,85, capella crescent, wilga, currimundi,5098, vic,19701214,1552,1.0
1293, luke, laurier,16, dryandra street, ruthven street, craigmore,4217, nsw,19171211,674,0.7307891
1294, joel, tynre,25, corringle uclose, little sha lford, yoogalki,3081, wa,19831216,1553,1.0
1295, lara, kinnane,36, spigl street, villa 5, swan hill,2829, nsw,19261001,1554,1.0
1296, kyle, vijiaraj,26, moon p lace, cro wer, chinchilla,5453, qld,19875031,1555,1.0
1297, eliza, lucyko,7, kallara close, , old beach,4213, nsw,19410915,1556,1.0
1298, connor, mayman,40, marengo place, wilga, toowoomba,2025, nsw,19651018,87,0.90336496
1299, lachlan, carmody,6, sheehan atreet, avenel, terrigal,2767, wa,19870722,678,0.9249622211635598
1300, jack, clapham,121, hadleigh circuit, school residence, somerton park,2714, qld,19960523,679,0.9213172
1301, jack, patafta,695, leahy close, red hills, sheldon,3134, vic,19400728,1557,1.0
1302, jenna, tregoning,1, doyle terrace, airlie, bateman,5605, nt,19430925,1558,1.0
1303, hirotxa, demie,19, suttor street, namarva sagtion, dulwich hill,4551, qld,19370501,1559,1.0
1304, bianca, matthews,5, wentworth avenue, mtpleasant, tooowomba,6743, nsw,19140128,680,0.7093210196122643
1305, wil, vincent,81, slessor crescent, tulliallan, mountisa,2076, nsw,19570306,445,0.6452461661807405
1306, yasmin, morcom,11, amess place, domain prk, dromana,3289, qld,19760828,1560,1.0
1307, andrea, brokenshire,3, sturdee crescent, , birmingham gardens,2455, nsw,19450619,182,0.9274271322854317
1308, destynii, bowerman,12, halfordcrescent, sutton, nollamara,2431, qld,19880821,681,0.8266335289546718
1309, kayne, gillard,168, bursaria street, , leeton,2621, nsw,19340427,682,0.8455508584558071
1310, rebecca, trenerry, , ashburne r street, little glencoe, roxburgh park,2000, wa,19050103,339,0.6729420822742198
1311, millie, chandler,11, woodgate street, yatcha, middleton beach,3525, nsw,19090413,683,0.73859304
1312, kailey, kooymans,35, la perouse street, masonic memroial village, redhill,2131, sa,19310813,590,0.8623845893612919
1313, magnus, mazzone,22, ingham place, halfmoon station, ,2285, nt,19650426,684,0.8480340203694229
1314, james, farnham,3, wanganeen avenue, marjidin, port broughton,2107, sa,19011012,685,0.9018522851425985
1315, nicholas, white,10, fortitude street, , st kilda east,2298, nt,19651025,91,0.6260108
1316, lochlan, grosser,5, yapunyah street, youralla, gingin,5276, nsw,19530210,137,0.91076756
1317, sohpie, reid,11, hoad place, lockwood, beachemre,4106, nsw,19030704,542,0.6039535657939549
1318, caleb, priest,48, temperley street, sunres t styd, north narrabeen,3895, wa,19831118,1561,1.0
1319, kate, wheatley, , tanderrafcrescent, the willows, forest hill,2472, tas,19560728,392,0.8724882979261401
1320, benjamin, foottit,10, macrobertson street, bowan brae, nunawading,4814, vic,19350513,686,0.9129885
1321, emiily, petersen,11, traynor court, warraberry, stanmore,4122, vic,19180202,1562,1.0
1322, ned, mason,19, brain street, weetabella, ,2044, vic,19391219,1563,1.0
1323, alexandra, grosvenor,8, anembo street, glen lee, frankston,4818, nsw,19930305,168,0.7887011623522144
1324, zeo, reid,2400, newman mo rris circuit, the lodge, dolls ppoint,2550, nsw,19001031,687,0.5985486937819349
1325, shana, lanye,164, whalan place, shadoofl odge, preston,5280, vic,19231230,688,0.7632204
1326, alia, tippins,232, mcmaste r street, brinjarry, belmont north,3134, qld,19901230,1564,1.0
1327, elijah, bastiaans,140, zadow place, kyeema, south melbourne,3198, vic,19801211,1565,1.0
