rec_id, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth,Cluster ID,confidence_score
1192, molly, mccarthy,63, kanbi lace, , osborne park,2166, nsw,19400529,683,0.8571370826604625
1193, shanaye, robson,56, anzac park, , ettalong,3149, qld,19840131,1391,1.0
1194, daniel, jardine,16, lanley square, , normanton,2580, act,19331130,463,0.8571452294628958
1195, jake, rudkiewicz,15, booroondars street, ascot park, salisbury east,2074, nsw,19001115,1392,1.0
1196, campbell, abbey,81, adair street, arcadai, wantirna,6051, sa,19211108,1393,1.0
1197, heath, nicoloe,4, bennelong cfescent, , pagr,850, nsw,19510117,407,0.857146085675567
1198, lauren, noack,41, miago court, clisby farm, combara,6722, sa,19020919,686,0.85714674
1199, callum, jankus,132, wyncliffe, mcgivern crescent, sylvania,3187, nsw,19930925,511,0.8571418383461163
1200, jack, mcgurk,33, marrawa h street, , frenchs forest,3462, nsw,19940814,472,0.8571454519907716
1201, catherine, graue,88, maranboy street, walhalla, brookfield,2207, nsw,19070917,657,0.8571450393148391
1202, aiden, velkovska,51, yarrawong a street, edinburgh caravan, oakleigh,2485, wa,19220610,687,0.8571448632922921
1203, lily, nguyen,43, hirschfeldcrescent, afflexian, milperra,2084, wa,19270126,562,0.8571464735807126
1204, jonah, thorpe,644, monkman street, wonga square, canley heights,5025, vic,19580420,688,0.8571439747077088
1205, wilson, mao,16, duterrau crescent, warrambucca garden, glenden,3232, wa,19171125,689,0.857147
1206, kylee, stepehndon,81, rose scott circuit, cordobak anor, ashfield,4226, vic,19461101,690,0.8571426565095063
1207, matteus, hobson,32, oxley street, mountview, pitt town,2041, nsw,19151125,1394,1.0
1208, alyssa, dixon,11, halford crescent, willandra, edgecliff,4101, nsw,19860103,692,0.8571433149551592
1209, connor, millar,70, corin p lace, , kuraby,4216, qld,19330925,1395,1.0
1210, john, banelis,5, sextonstreet, glenhrust, auburn,3140, vic,19981006,281,0.8571450865801895
1211, stella, chandler,50, ebden s treet, rosettamvillage, coffs harbour,6304, vic,19741215,33,0.8571457988220192
1212, , stanlye,9, eaglemontpretreat, kimb erley, brighton-he-sands,4107, tas,19710422,1396,1.0
1213, samantha, moskwa,28, phillip avenue, riverpark, bacchus marsh,2282, sa,19560206,693,0.8571465029181193
1214, walch, meligda,433, cresden1 2182, sage close, toowong,2549, vic,19220419,1397,1.0
1215, alexandra, clarke,184, sadlier street, yakatoon, frankston,2756, qld,19190129,226,0.8571452658626956
1216, jard, mccarthy,18, kanbi place, thehomestead, osborne park,2166, nsw,19400529,184,0.8571392730594116
1217, leon, haar,24, inwood lace, brindabella speicalist centre, newcadtle,4091, vic,19930327,694,0.8571435326992409
1218, luke, stephenson,11, lomman place, marwara, booragul,820, vic,19851007,695,0.8571391100821428
1219, jacob, webbr,33, geeves court, , bayswatber,2536, nsw,19931007,1398,1.0
1220, samuel, marousakis,109, carrodus street, tulla burra, young,3400, wa,19441201,1399,1.0
1221, nicholas, hand,10, lansell circuit, kilberry, dareton,2088, vic,19141012,697,0.8571375
1222, april, shepherdson,2, oxley street, medical centre, warooka,4118, vic,19550216,303,0.85714483
1223, aiden, coleman,12, dumas street, brentwood vlge, carnegie,6210, vic,19510323,698,0.857138
1224, brooke, ryan,46, hodgson crescent, karalta park, sale,3055, nsw,19830207,416,0.8571422697012638
1225, harry, clarke,43, hyndescsecent, royal brisbane hospital, homebush,4805, nsw,19971021,129,0.8571420390448409
1226, flynn, weller,23, woollum street, allunga, surrey hills,2870, qld,19700106,550,0.8571418915863538
1227, walls, samuel,74, shoalhavn avenue, clear crreek, raceview,3223, nsw,19370409,1400,1.0
1228, caleb, hage,34, mcdermotts treet, dallym, yamba,4350, act,19110405,508,0.8571432090169161
1229, blake, ebert,36, archibald street, eden park, stretton,2431, tas,19440107,1401,1.0
1230, hannah, white,3, furphy place, the sandys, granville,4211, vic,19180122,700,0.857137997495622
1231, tahla, vacchiani, , newland street, tahmoor, smithfield,2304, qld,19041007,539,0.8571429400971134
1232, aaron, hemminfs,3, henry street, oakey isle sallis lke off, poor aka,3168, qld,19050907,701,0.8571452185972858
1233, andrew, gielen,315, hayward place, santa lucille, caulfield north,6450, vic,19441228,702,0.85714614
1234, jonah, browne,6, bingley crescent, , pindimar,3182, nsw,19250413,1402,1.0
1235, adriana, pinto,64, dryandra street, , brunswich west,5417, qld,19450702,703,0.8571452511941184
1236, aida, webb,24, eddycreuscent, crosshills, white patch,2121, vic,19980911,147,0.8571347054202412
1237, , blake,60, endeavour street, sheep station, redehad,7105, qld,19860920,254,0.8571398858556059
1238, shepherdosn, harvey,34, lumholtz place, maranui, wilsn,6403, qld,19711002,406,0.857137
1239, blake, thiessen,16, kilburn close, wanda rri, sanufly,4807, nsw,19210321,379,0.8571431871773496
1240, bradley, clsrke,40, sharwood crescent, lynd hurat, ringwood,3959, wa,19510302,157,0.857146411646207
1241, jessica, baillie,26, custance street, tarcolla retirement village, tweed heads,4184, nsw,19281031,704,0.8571458683622204
1242, benjamin, novak,39, port jackson circuit, sherwood, dapto,6163, nt,19010630,504,0.8571440816244168
1243, zane, miles,18, millen street, valencia park, aspendale gardens,3133, nsw,19270730,1403,1.0
1244, lily, clarke,14, torrens street, wal 53581, orange,2756, nsw,19460126,681,0.857138345177979
1245, archie, clake,162, nangor street, oaru, westmead,2251, vic,19780909,705,0.8571445047285156
1246, isabella, white,74, beasley street, short st (cnr first ave) & albion park r, para hills,3149, sa,19380127,569,0.857144630551702
1247, noblke, daniel,519, blakey close, farm cottage, bellevue hill,4035, vci, ,706,0.8571384
1248, hamish, gilles,23, godfrey street, cassdaareen, cape paterson,2370, nsw,19180822,389,0.8571446535867014
1249, travis, stubbs,42, scardon street, st john of god hospital, calen,2156, nsw,19010228,707,0.857142904241178
1250, michael, grafton,3, prescott street, brastaggi, newcomb,3039, nsw,19221021,1404,1.0
1251, ebony, white,25, kay place, corinella, padstow,6007, wa,19450613,22,0.8571362622007945
1252, grace, morrison,66, quinlivan crescent, greengrove, caulfield north,4102, vic,19460909,374,0.8571426512941073
1253, casey, tunstpall,1, strahan row, villa 2, yagoina,3038, sa,19110402,708,0.8571461
1254, nathan, allegretto,17, wanaga place, cranbrook, penguin,2200, nsw,19560506,709,0.85714674
1255, , kidsley,18, disney court, ramano estate locn 1, labrador,2281, vic,19450301,596,0.8571465420346711
1256, jake, culph,79, doherty place, rosedale, sunny corner,5039, vic,19681226,1405,1.0
1257, brodie, oats,89, hugh mckay crescent, la villades pins, o'connor,3931, tas,19390421,1406,1.0
1258, lachlan-john, rivdrs,5, perire place, oakiale, ringwood,4313, nsw,19960904,259,0.8571449526074092
1259, alexandra, kiss,15, shellshear place, yambira, mclaren vale,2209, wa,19601231,710,0.857148142562766
1260, charles, mahon,67, gurubun close, iona downs, armidale,7210, nsw,19850928,1407,1.0
1261, beelitz, siawn,3, ashkanasy crescent, miowera, sylvania,5042, nsw,19510904,133,0.8571389340669014
1262, nathan, morrison,59, peppin place, , eaglehawk,6172, qld, ,604,0.8571450849503496
1263, bianca, shepherd,22, newdegate street, burbong cottage, fairy fill,2069, qld,19060315,711,0.8571469494993889
1264, bradley, bishop,13, newman morris circuit, shiloah, wickepin,2711, wa,19420604,537,0.8571469375470739
1265, jack, browne,23, hartley street, macdonald downs station old homestead, st albans,3055, qld,19530825,212,0.8571417992308525
1266, xepheren, everett,90, packer sgreet, yonda pines, bulimba,4376, wa,19750202,712,0.8571453848412101
1267, jed, mcfadden,4, frencham place, wychwood, bongaree,810, vic,19610503,713,0.8571417333868493
1268, domenique, paterson,15, lubum a place, merewether pub lic school, greensborough,3138, qld,19161017,572,0.8571446253362309
1269, jacob, bowerman,39, lowannas treet, glenvdagh, keysborough,3806, vic,19820914,714,0.8571383636486278
1270, kimberly, baillie,27, agnew street, , nicholls,3109, qld,19191108,715,0.857147
1271, trey, white,10, needham place, mcivor house, lilydale,4810, qld,19740724,716,0.8571465029181193
1272, kaitlin, fitzpatrick,4, tenison-woosd circuit, navil us, corrimal east,2099, vic,19790109,717,0.8571453707159018
1273, mia, stephenson,37, nivison lpace, treetops, knoxfield,3137, sa,19631225,619,0.8571462193234395
1274, kia, white,8, allunga, cockcroft avenue, parramatta,4179, ,19551009,240,0.8571370245327733
1275, james, warneke,56, namadgi ccircuit, carrangprra, dalby,3000, nsw,19140410,420,0.8571464225119078
1276, kyle, pringle,72, carrodus street, wattle brae, labrador,3280, wa,19930218,718,0.8571459
1277, maddison, walch,7, leahy close, loxley hse mdcl centre, wynyard,4559, sa,19911221,1408,1.0
1278, jacoxb, kopievsky,24, downward place, banksia village, bunbry,4671, qld,19470530,195,0.8571440385969515
1279, wil, clarke,51, severne crescent, hazelwood garden, coodanup,5070, sa,19400516,719,0.857141584097093
1280, arabella, weller,78, westbury circuit, , ,4814, vic,19641224,720,0.8571461
1281, whit, nacoya,16, blake place, st johnof god hospital, yount,3228, nsw,19260826,1409,1.0
1282, sarsha, thorpe,2, macleay street, bega flats, torquay,3197, nsw,19200510,721,0.8571457053774273
1283, caresse, ,13, nemarang crescent, sunnyspot farm, nunawading,7021, sa,19250803,1410,1.0
1284, ella, coulston,12, weston sgreet, locheio, hinchinbrook,2212, wa,19080328,1411,1.0
1285, michael, gabbeft,42, jandamar ra street, goolwa octtage, rochedal esouth,4113, nsw,19800705,722,0.8571419100574612
1286, thomas, curthoys,25, lawrence crescent, , williamstown,3151, qld,19171213,723,0.8571447
1287, jadd, dixon,20, leven street, francis ch ambers, toronto,3228, nsw,19250415,276,0.857140548362959
1288, alec, mason,18, barrier street, sec 443 bellamour, park holme,2029, wa,19061024,273,0.8571428194908208
1289, daniel, nguyen,9, , south macroom, st johns park,5157, sa,19620518,724,0.8571414547996863
1290, rachel, byers,17, hilder street, berowra, palmerston,4740, nsw,19550530,283,0.8571440364238475
1291, lauren, blaschke,27, eggleston crescent, marx hill street, bittern,4169, vic,19130618,725,0.8571434909757983
1292, bayden, lamborn,85, capella crescent, wilga, currimundi,5098, vic,19701214,726,0.8571468
1293, luke, laurier,16, dryandra street, ruthven street, craigmore,4217, nsw,19171211,727,0.8571456
1294, joel, tynre,25, corringle uclose, little sha lford, yoogalki,3081, wa,19831216,728,0.8571418546441462
1295, lara, kinnane,36, spigl street, villa 5, swan hill,2829, nsw,19261001,1412,1.0
1296, kyle, vijiaraj,26, moon p lace, cro wer, chinchilla,5453, qld,19875031,729,0.857141108196291
1297, eliza, lucyko,7, kallara close, , old beach,4213, nsw,19410915,730,0.8571451892601427
1298, connor, mayman,40, marengo place, wilga, toowoomba,2025, nsw,19651018,94,0.8571428357889626
1299, lachlan, carmody,6, sheehan atreet, avenel, terrigal,2767, wa,19870722,731,0.8571465029181193
1300, jack, clapham,121, hadleigh circuit, school residence, somerton park,2714, qld,19960523,732,0.85714734
1301, jack, patafta,695, leahy close, red hills, sheldon,3134, vic,19400728,733,0.8571473
1302, jenna, tregoning,1, doyle terrace, airlie, bateman,5605, nt,19430925,1413,1.0
1303, hirotxa, demie,19, suttor street, namarva sagtion, dulwich hill,4551, qld,19370501,1414,1.0
1304, bianca, matthews,5, wentworth avenue, mtpleasant, tooowomba,6743, nsw,19140128,734,0.857145596721002
1305, wil, vincent,81, slessor crescent, tulliallan, mountisa,2076, nsw,19570306,482,0.8571417927116429
1306, yasmin, morcom,11, amess place, domain prk, dromana,3289, qld,19760828,1415,1.0
1307, andrea, brokenshire,3, sturdee crescent, , birmingham gardens,2455, nsw,19450619,201,0.8571473667444642
1308, destynii, bowerman,12, halfordcrescent, sutton, nollamara,2431, qld,19880821,735,0.8571449822704714
1309, kayne, gillard,168, bursaria street, , leeton,2621, nsw,19340427,222,0.8571449529333769
1310, rebecca, trenerry, , ashburne r street, little glencoe, roxburgh park,2000, wa,19050103,371,0.8571445797008672
1311, millie, chandler,11, woodgate street, yatcha, middleton beach,3525, nsw,19090413,332,0.8571414341555733
1312, kailey, kooymans,35, la perouse street, masonic memroial village, redhill,2131, sa,19310813,640,0.8571462225831452
1313, magnus, mazzone,22, ingham place, halfmoon station, ,2285, nt,19650426,736,0.8571462660458958
1314, james, farnham,3, wanganeen avenue, marjidin, port broughton,2107, sa,19011012,737,0.8571466235275217
1315, nicholas, white,10, fortitude street, , st kilda east,2298, nt,19651025,1416,1.0
1316, lochlan, grosser,5, yapunyah street, youralla, gingin,5276, nsw,19530210,158,0.8571467
1317, sohpie, reid,11, hoad place, lockwood, beachemre,4106, nsw,19030704,427,0.8571402824361041
1318, caleb, priest,48, temperley street, sunres t styd, north narrabeen,3895, wa,19831118,738,0.8571399054129745
1319, kate, wheatley, , tanderrafcrescent, the willows, forest hill,2472, tas,19560728,432,0.8571463823088189
1320, benjamin, foottit,10, macrobertson street, bowan brae, nunawading,4814, vic,19350513,739,0.85714674
1321, emiily, petersen,11, traynor court, warraberry, stanmore,4122, vic,19180202,175,0.8571361689176534
1322, ned, mason,19, brain street, weetabella, ,2044, vic,19391219,273,0.8571392143875733
1323, alexandra, grosvenor,8, anembo street, glen lee, frankston,4818, nsw,19930305,676,0.8571436115826577
1324, zeo, reid,2400, newman mo rris circuit, the lodge, dolls ppoint,2550, nsw,19001031,428,0.8571444134578798
1325, shana, lanye,164, whalan place, shadoofl odge, preston,5280, vic,19231230,740,0.8571449
1326, alia, tippins,232, mcmaste r street, brinjarry, belmont north,3134, qld,19901230,1417,1.0
1327, elijah, bastiaans,140, zadow place, kyeema, south melbourne,3198, vic,19801211,1418,1.0
1328, edward, dalo ia,21, geeves court, john flynn me dical centre, ballarat,2146, vic,19260410,460,0.85714513
1329, anastasia, green, , erindale drive, villa 102, portarlnigton,2285, nsw,19720728,742,0.85714734
1330, samuel, ryan,512, hilder street, state bank arcade, elizabeih grove,2020, sa,19830613,298,0.857141179255351
1331, samantha, westbrook,86, blamey crescent, , toowoomba,2173, qld,19800506,1419,1.0
1332, olivef, green,22, fisken crescent, brackesgrae, camp hill,2270, qld,19531002,664,0.8571407181326605
1333, sonja, kleve,28, dallach y place, copely, keon park,4362, nsw,19880528,533,0.85714686
1334, harrison, schumann,24, monaro crescent, donnelly rvr villg, oakleigh,2820, nsw,19991013,192,0.8571448632922921
1335, rosa, matthews,9, jindivik place, corinda park, bellevue hill,3087, wa,19151228,85,0.8571374803196814
1336, , nguyen,8, dalleycrescent, the palms village, edgewaetr,2607, nsw,19591019,150,0.8571412950795219
1337, amber, hoffman,3, haystack crescent, pinnacles caravn park, ,2226, qld,19491028,1420,1.0
1338, dayna, stephegnson,20, fellowsstreet, tubbarubba, pallara,4059, qld,19201111,743,0.8571458
1339, caleb, white,8, araluen street, , coralville,2114, qld,19131103,241,0.8571389755519556
1340, jessica, baillie,26, custance street, tarcolla retirwment village, tweed heads,4184, nsw,19281031,704,0.8571457466668906
1341, georgia, hunting,22, jerrabomberra avenue, elamon c ottage, toronto,4873, qld,19430818,744,0.8571415547606963
1342, cehlea, meaows, , , , surfers paradise,7352, vic,19651103,1421,1.0
1343, john, banelis,41, sexton street, glenhurst, auburn,3140, vic,19981006,281,0.8571453555040329
1344, jonahy, thorpe,644, monkman street, wonga square, canleyh eights,5025, vic,19580420,688,0.8571429955108495
1345, lachlan, boxhall,7, newman morris circuit, ballyboy, annandale,2219, qld,19680923,1422,1.0
1346, , weaver,183, plant road, , floreat,4700, vic,19140117,260,0.857136054292779
1347, jacob, wellburn,33, geeves ourt, wandoo stud, bayswater,2536, nsq,19931007,1423,1.0
1348, katie, polowy,65, , , keysborough,5255, vic,19990516,747,0.8571473
1349, marley, hentze,94, tardent street, loma labngie, seaton,2759, nsw,19510221,585,0.8571457857832353
1350, jayden, ,75, woronorastreet, wande arah, leslie vale,3101, nsw,19410117,239,0.8571362270449945
1351, silas, noblge,253, ainsworth street, yongala, clayton,2281, wa,19211208,149,0.8571432530220229
1352, , ,5, edmondson street, baringavcottage, gorokan,3023, nsw,19460413,165,0.8571386765635131
1353, , nguyen,16, wilshir e street, erinsvale, rose bay,6207, vic,19760517,150,0.8571377693295351
1354, nicholas, boyle,3, wilkins street, cottesbrook, east sydney,3219, vic,19771011,1424,1.0
1355, , voy,6, nott street, , graceville,4889, vic,19511208,169,0.857137382534525
1356, , campbll,19, loder place, eden park, rowville,3040, sa,19570115,493,0.8571418720287133
1357, zachary, rollins,16, fimister crcuit, wathonga, brown hill,5032, nsw, ,748,0.8571445753546428
1358, alexandra, noble,53, tytherleight street, , bibra lake,7900, tas,19720015,677,0.8571402126269914
1359, jonah, nguyen,8, dalley crescent, the palms village, kingaroy,2607, nsw,19591019,150,0.8571431943485501
1360, patrkck, vincent,21, outtrim avenue, glendower, willrtton,2213, nsw,19510921,749,0.857144534065518
1361, madison, boxhall,10, kookabutra village, yandas treet, dapto,4703, sa,19170926,210,0.8571420111053264
1362, jessica, coleman,116, jerrabomberra avenue, plainbrook, boondall,6162, vic,19800418,1425,1.0
1363, , de paoli,12, neumayer street, riverland village, prosepct,2452, nsw,19990313,355,0.8571464866195593
1364, dante, white,23, pokana circuit, strauss, noble park,6170, vic,19210605,22,0.8571366449572155
1365, xani, michelmore, , blackwell circuit, downland stud, granville,2452, wa,19640808,1426,1.0
1366, cameron, jessup,19, spofforth street, , moree,2208, qld,19561117,750,0.8571460270009309
1367, jenna, pasalic,679, tarana street, , osborne,4342, vic,19541124,224,0.857144832325385
1368, alexandra, ,4, brunswick circuit, keith payne hstl, mount aophia,5024, nsw,19470726,677,0.8571388786547407
1369, bethanie, roche,24, maxworthy street, rosedale, koongal,4210, qld,19641127,1427,1.0
1370, alexandra, white,302, winter street, , wanneroo,3153, nsw,19460615,1428,1.0
1371, hokly, stoker,5, ballumbir street, chetwynd, kirrawee,6009, vic,19300121,231,0.8571450829945417
1372, william, stubs,3, kingsmill street, lambar, cantefbury,2260, wa,19340903,752,0.8571421806051317
1373, megan, campbell,16, eyrestreet, cypress garden, cardiff,2026, nsw,19630721,301,0.857140451390596
1374, jordvan, plane, , austin steret, leetsvale caravan park, st johns park,3015, vic,19730321,753,0.8571434040519987
1375, alyssa, clarke,97, merfieldplace, the meadows, bull creek,2830, act,19219503,1429,1.0
1376, angus, stanley,6, lazar place, koobeja, flora hill,7008, qld,19971003,40,0.85714734
1377, chelsea, banasevich,142, grieve place, , boggakbilla,2400, sa,19400330,370,0.857144516680627
1378, olivia, berry,16, newman morris circuit, true rise, bonnet bay,6108, qld, ,1430,1.0
1379, callum, finlay,1, ebenezer street, arcadia, craigmore,4461, nsw,19810911,754,0.85714847
1380, irene, campbjell,11, lott place, brandywinre stud, kingston,3125, nsw,19310829,1431,1.0
1381, felicity, huxley,11, saunders street, , calista,3971, sa, ,1432,1.0
1382, lachlan, hyland,16, colebatchu place, penquite road, cape paterson,4305, qld,19340129,522,0.8571456684342335
1383, karissa, creten,158, beattie crgescent, birrabilla, moranbah,2525, nsw,19360703,60,0.857145070825071
1384, trent, brain,40, madigan street, , ekibin,3196, nsw,19700723,274,0.8571449526074092
1385, georgia, nguyen,38, cullen street, balmoral garden, emu plains,4068, nsw,19401127,512,0.8571438821335506
1386, fraser, tadege,1, mcinnes street, , scarboruogh,2870, nsw,19001013,120,0.8571462502906473
1387, yasmin, spagnoletti,29, hallenc lose, kings apmts, charlesgown,2756, nsw,19260409,1433,1.0
1388, ayden, white,7, dines place, ocean park towers, garean,2506, vic,19390830,241,0.857139203719969
1389, zoe, gajda,35, eddison place, rosebrook, concord,6058, nsw,19600545,484,0.8571417937981778
1390, dylan, campbell,10, mackey place, cypress garden, tyalgum,2640, vic,19900718,301,0.8571399974956211
1391, berry, emiily,3, tenison-woods circuit, , ashfield,6169, nsw,19380101,58,0.8571389340669014
1392, lachlan, campbell,11, officer crescent, rainbow downs, parramatta,6163, vic,19461129,1434,1.0
1393, owen, coxon,111, brindabella stn, norillee, byford,3165, qld,19370218,756,0.8571386928611822
1394, elli, mccarthy,35, druitt place, myalpa, penshurst,4551, nsw,19681114,684,0.857146085675567
1395, benjamin, campbell,11, lott place, brandywine stud, kingston,3125, nsw,19080113,757,0.8571483479271393
1396, caleb, glass,284, warrego crcuit, sec 202, frankston,6210, qld,19640219,758,0.85713756
1397, georia, blake,7, huntly, bristn, jesmond,830, wa,19470129,759,0.8571453
1398, jacqueline, matthews,50, callaghab street, narla vlge, punchbowl,3815, qld,19210324,760,0.8571468875646768
1399, naco ya, white,16, blake pkace, st johnof god hospital, young,3228, nsw,19260826,761,0.85714245
1400, maddison, quilliam,57, bedford street, rosall, surrey hills,6525, nsw,19460730,27,0.857140602960873
1401, madeleine, green,20, weetman place, hopeview, orange,2125, vic,19911013,762,0.8571428064523089
1402, , ,14, teakle place, thebowery, yarram,2299, sa,19100817,165,0.857139022074495
1403, triwtan, carp,222, marchantcircuit, georgdeale, campbelwltown,2913, nsw,19281204,565,0.8571443558704848
1404, erin, kyriacou,32, holmes crescent, ferncliff, horsley,2138, vic,19900510,763,0.8571462649593269
1405, silas, edhouse,13, fincham crescent, gateway vlge caravn park, terrigal,2720, nsw,19460712,764,0.8571459944039213
1406, kristrn, capurso,67, bosworth curcuit, monier square, magra,4057, vic,19170201,765,0.85714436
1407, zack, berry,80, athertonb xtreet, cantlay farm, hamilton,7315, vic,19310124,766,0.8571403617523359
1408, danielle, reid,17, kootara crescent, cave hill creek, wanniassa,4220, wa,19530118,767,0.8571440568510261
1409, ashleigh, whiteway, , cotton street, , park orchards,3123, vic,19500916,768,0.8571473374068801
1410, helena, ebert,745, garratt sxreet, brakburn, aspley,2024, vic,19710327,477,0.8571445063583489
1411, archie, priest,1, temperley street, sunrest stud, northnarrabeen,3995, wa,19831118,644,0.8571391720134831
1412, mitchell, bellamy, , arthurdircle, bolsro, coonalypn,6210, vic,19710203,770,0.8571444
1413, noa, homa nn,30, cowper svgreet, , toorak,3556, vic,19940914,771,0.8571424478936949
1414, diamond, bishop,22, mcbryde crescent, camara, valley view,2049, nsw, ,772,0.8571431324154661
1415, joshua, campbell,12, ballumbir street, hornbylihgthouse, harbvord,3189, vic,19670227,91,0.8571407952760794
1416, benjamin, larg,2, wilson street, suunybrae, belrose,2067, tas,19451103,126,0.8571383256208239
1417, mikhaili, cooksno,2, turner plce, kapeka, salisbury east,3840, qld,19530305,1435,1.0
1418, sebastian, petersuen, , chinner crescent, dorothy gensers vlge, dapto,3016, wa,19290524,773,0.8571438495370304
1419, james, watelrow,484, brigalow street, , coffs harbour,3167, nsw,19420525,774,0.85714424
1420, tahni, murton,11, macfarland crescent, berkeley vlge, rydr,3220, ,19231110,18,0.8571455684703448
1421, benjamin, santangelo,8, roseglen, case place, winthrop,3020, vic,19140729,775,0.8571418
1422, lucas, campbell,2, caldwell street, moriah, st kilda east,5016, nsw,19880726,776,0.8571399106282732
1423, daniel, gibb, , warragamba avenue, qbd bldg, ceduna,6065, vic,19070224,777,0.8571452
1424, tiarna, stanley,69, fremantle drive, inveraray, killara,6285, act,19680130,899,0.8571367827870295
1425, emiily, milburn,7, cuscaden crescent, danric lodge, albion park,6275, qld,19340317,778,0.857142
1426, eboni, moscatt,255, sid barnes crescent, brambletye vinyard, kyabram,7249, tas,19050313,779,0.85714734
1427, samuel, clarke,9, clint place, , corrimal,2594, nsw,19491205,134,0.8571362775669084
1428, jamie, jugovac,15, rainbow place, springmount, paddington,2082, vic,19140722,1436,1.0
1429, , leslie,5, edmondson street, baringa octtage, gorokan,3023, nsw,19460413,780,0.8571462030249117
1430, lily, les,14, learmont drive, , patterson lakes,2031, tas,19181114,783,0.8571422105935798
1431, dylan, zilm,43, blamey crescent, condinup, wattle glen,4211, vic,19671229,9,0.8571456065000769
1432, robin, morrison,14, markham pstreet, balmaincove, north ydney,6169, vic,19250124,468,0.8571455880284915
1433, isabella, quilty,247, rubicon street, banksia village, kogarah,2440, tas,19400829,1437,1.0
1434, harley, mccarthy,177, pridham tstreet, milton, marsden,3165, nsw,19080419,1,0.8571450008506344
1435, tohmas, priets,29, nemarang crescent, , new farm,2250, tas,19401205,1438,1.0
1436, jack, ban,17, throssell street, killarney, regents park,2570, qld,19530428,213,0.8571466398260974
1437, peta, mccarthy,15, barnett close, mostyn on the park, altona north,3188, nsw,19000314,1439,1.0
1438, lauren, finlay,19, colefaxplace, killarney, chinchilla,4870, act,19020608,786,0.8571449121874223
1439, andrea, brokenshire,3, sturdee crescent, , birmingha gardens,2455, nsw,19450619,201,0.8571473374068801
1440, samantha, doblinger,7, bangalay crescent, thehammo n dvillage, deer park,4380, nsy,19131222,787,0.8571463616639938
1441, christian, ferrar,2, boolee srteet, noss, doubleview,4352, nsw,19491125,188,0.8571408376506513
1442, matthew, pavin,28, barlow street, wallaces ck, risdon park,2048, nsw,19781210,558,0.8571387075290858
1443, jacob, ryan,172, davidson street, lakesidemanor, brisbane,6197, nsw,19390210,382,0.8571401596590102
1444, emiily, grimm,71, dumas street, pleasant acres, balcatta,2010, qld,19861227,358,0.8571361383406637
1445, david, knapman,66, blamey crescent, mira monte, floraville,4103, wa,19631011,591,0.8571463529714369
1446, alexa-ose, white,43, warrego circuit, burnside, bayswter,3041, nt,19160822,23,0.8571406355566524
1447, sophie, mason,2, may mills close, unt 1, craigmore,2261, nsw,19700207,574,0.8571382763657787
1448, harley, lowe,3, fox place, cooee palms, gerogrey,4072, nt,19291003,228,0.8571404073863522
1449, lily, cowell,2, parkhill street, legacy vlge, fig tree pocket,3171, qld,19401005,1440,1.0
1450, nathsan, priest,363, banks street, manresa, malvern east,4570, act,19160503,96,0.8571453902740214
1451, emiily, webb,20, hurtle avenue, circle court, dapto,3216, qld,19080812,788,0.85714126
1452, , sandman,468, nona place, , east hills,4065, tas,19540128,1441,1.0
1453, ned, lodge,32, karuah street, athlone, bundamba,2280, act,19510526,294,0.8571446253362309
1454, kasey, loehr,24, taroona place, trail view, cooma,3212, vic,19400105,789,0.8571404
1455, louis, zierholz,6, manifold place, beltrasna a ngus stud, barrack heights,5520, vic,19661015,790,0.8571417927116429
1456, ella, crouch,3, wybalens grove, tieve tara, urangan,3072, wa,19271130,791,0.8571445145075157
1457, lachlan, mcdermid,24, london i rcuit, terawah station, clareville,3677, nsw,19630721,1442,1.0
1458, kyle, richmond,38, hammond close, oakdale, linudm,6110, sa,19420519,602,0.8571472
1459, luke, browne,5, myles connell crescent, mirani, mount pleasant,3950, wa,19410418,628,0.8571369359831612
1460, emiily, bradshaw,34, shenton crscent, heritageh est, barwon heads,2261, vic,19610622,1443,1.0
1461, olivia, wheatley,5, crisp ciecuit, braemore, lake clarendon,4575, qld,19421007,198,0.857145309868436
1462, rebekah, modystach,34, tausx place, pyramid cara park, iluka,2216, nsw,19341113,675,0.8571457548161282
1463, tahni, murto m,11, macfarland crescent, , ryde,3220, ,19231110,18,0.8571458270727219
1464, joshua, kennealy,585, bardolph street, garden est, killara,2500, wa,19880210,209,0.8571453978799575
1465, joshua, comlan,1, hawkesbury xcrescent, lougmore, penola,620, qld,19010219,1444,1.0
1466, sam, clarke,85, couchman crescent, rosetta village, echuca west,5043, vic,19640103,118,0.8571404530203831
1467, lara, slape,11, lamingtonj street, rosehill, albany creek,6002, wa,19010927,30,0.8571435470416771
1468, joshua, praetz,51, hope street, railway cottage, orange,2500, tas,19810324,1445,1.0
1469, benjamin, ,8, hatters ley court, , mount isa,2480, ,19040605,792,0.8571383436258238
1470, kirra, riddell,23, rene street, , burpengary,2747, qld,19140824,793,0.857143699593133
1471, adriana, beadle,19, wakelin circuit, , werrington,4670, vic,19740613,667,0.8571447009605799
1472, charlptte, shelley,90, cromwell circuit, wombat hill, nobl e ark,2026, vic,19780711,75,0.8571462030249117
1473, elizabeth, bartel,3, garradc ourt, st helens dpstoral co, broken hill,2449, vic,19831127,442,0.8571459661531855
1474, grace, timmermans,18, cussenstreet, , preston,2251, wa,19501207,114,0.8571451312378109
