rec_id, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth,Cluster ID,confidence_score
613, solomon, abourjeili,5, ellerston avenue, southern cross, attwood,3044, vic,19551019,479,0.9117519863206314
614, samantha, forshaw, , mcmillan crescent, tarpwong, thebarton,3178, nsw,19420906,307,0.9117517268815949
615, elizabeth, stephenson,56, hallen close, warfa, kununurra,4147, nsw,19121119,475,0.9117531181873162
616, sam, webb,17, bacchus circuit, lakewood estate, dianella,3724, nsw,19970913,142,0.9117493625036949
617, sam, stephenson,432, geeves court, mossburn, logan reserve,4160, qld,19300207,480,0.9117533266212257
618, matilda, mestrv,5, house circuit, retirement village, taringa,3802, qld,19801119,316,0.9117526212898976
619, graec, masonx,44, henty street, , port macquarie,2370, tas,19200330,1307,1.0
620, nathan, coffey,187, chipperfield circuit, larnach, jan juc,4152, sa,19661029,1308,1.0
621, emmet, george, , curtin shoping centre, palm lake rseort, newington,4860, wa,19860896,481,0.9117509718743656
622, melinda, walch,433, rene street, cresde n 12182, toowong,2549, vic,19220419,482,0.91175395
623, robin, morrison,14, markham street, balmai n ncove, broadmeadows,6169, vic,19250124,483,0.911752000172059
624, jasmine, sach,1, goble street, renown, gawler qest,2031, nsw,19791109,209,0.9117535350556274
625, kira, blowexs,4, goyder street, bellfield, davistown,2166, sa,19890603,484,0.9117528
626, , gillard,62, matina street, sun city resort, ascot park,4107, wa,19760203,220,0.911751970490431
627, tenille, swiggs,150, verbruggh en street, gallagher hse, artarmon,7300, qld,19730510,357,0.9117538094510335
628, blake, thiessen,16, kilburn close, , surfers paradise,2576, nsw,19210321,375,0.9117523910470513
629, shana, kowald,9, dookie street, locn24, port mdcquarie,2586, sa,19200305,265,0.911753623442516
630, kira, terend,24, barada crescent, , dulwich hill,2529, nsw,19250222,485,0.9117481409845646
631, felicity, pulford,3, federalhighway, argyle, charlestown,4125, qld,19860610,344,0.9117542949219191
632, marco, maleszka,6, genoa vstreet, winrae, yangebup,2251, vic,19391223,464,0.9117538534247356
633, lauren, crwea,18, sit 9, city walk, athol park,3081, vic,19960613,272,0.9117518781476522
634, futcher, grace,7, burt steret, clear creek, mentone,6023, nsw,19361127,1309,1.0
635, blade, crossman,53, rocklands street, hazelwood garden, highton,3996, vic,19490414,486,0.9117513
636, jack, mcgurk,33, marrawah rtreet, , pullenvale,3462, nsw,19940814,384,0.9117543698535328
637, brooke, wylie,40, rumker place, , woodrcoft,4655, nsw,19700409,487,0.911753058383585
638, sidonie, ebert,24, garrattjstreet, braeburn, aspley,2024, vic,19710327,1310,1.0
639, kathledn, povez,55, ashburner street, rsde6 68, revesby,2902, nsw,19710923,488,0.9117526
640, ryan, matthews,66, leist stfreet, , torquay,3549, wa,19330505,489,0.9117538331968299
641, hannah, carbone,7, officer crescent, wellshot, blackmans bay,2227, vic,19090326,491,0.9117527
642, leslie, emiily,37, tamar arcade, medley street, athelnstone,4380, sa,19900328,274,0.9117472321114303
643, samuel, shepherd,5, nichols street, yarramac, moranbah,2659, qld, ,1311,1.0
644, james, ryan, , alston street, myliton, lake acthie,4461, wa,19620419,492,0.9117501368447721
645, helena, ebert,2, garratt street, braeburn, aspley,2024, vic,19710327,493,0.9117533714741566
646, kyle, minards,34, beetaloo street, old post office, downer,3996, wa,19180430,341,0.9117523286494085
647, jecob, stoneman,53, balsillie crescent, emucale, bilbul,4226, wa,19920924,455,0.9117520250166886
648, zachary, hudd,3, spofforthstreet, oakleaves, kogarah,2016, qld,19810305,295,0.9117508234680549
649, jacob, tromp,19, jansz crescent, , palmerston,2528, vic,19900225,1312,1.0
650, max, morrison,30, yanda street, arlington, moonta,2024, qld,19810825,494,0.9117499890994425
651, dansiel, jardine,16, lanle y square, , bargdra,2580, act,19331130,478,0.9117527004415115
652, benjamin, etherington,92, westbury circuit, mallaby, apple tree creek,5045, nsw, ,495,0.9117540112905067
653, michael, wuchatsch,66, meehan garden, medical centre, dianella,4700, wa,19190110,298,0.9117531630401412
654, amelia, struck,29, winser crescent, pangani, coffs harbour,2250, vic,19640311,496,0.9117526810933327
655, lachlan, butr, , follett street, , corowa,4605, nsw,19220712,498,0.9117524612279622
656, jamie, maynard,7, sexton street, princetown cottage, yangebup,3025, nsw,19870814,1313,1.0
657, wil, vincent,2, slessor crescent, tulliallan, mount isa,2067, nsw,19570306,499,0.9117524031835957
658, thomas, simmonds,17, lyall cerscent, , berrimah,3163, nsw,19590127,398,0.9117537738323509
659, olivia, artis,12, marcus clarke street, lake raod, mill park,3173, nsw,19190302,500,0.9117537260769545
660, william, dowley,8, terewahcircuit, bringamlong, poolaijelo,4108, sa,19100915,317,0.9117517917412825
661, briony, dunstone,42, badham street, attunga orchard, macquarie fields,3190, wa,19340729,365,0.9117531485289306
662, joshua, morrison,22, santalun street, sec 202, kyabram,5044, sa,19901109,196,0.911749392844018
663, joe, passmore,20, sullivan crescent, homestead caravn park, mullewa,2502, nsw,19680729,1314,1.0
664, zoed, gajda,35, eddisonplace, roser ook, concrod,6058, nsw,19600515,501,0.9117518662750163
665, rosie, quilliam,45, mcculloch street, brackenvgrae, hurstbridge,5107, sa,19991207,1315,1.0
666, tayla, green,41, kambalda crescent, ambervale, bonville,2905, vic,19310715,447,0.9117511710690062
667, jayden, glass,135, , sec 22, frankston,6210, qld,19640219,503,0.9117532369154321
668, oliver, salt,25, mcmillanprescent, , coffs harbour,7310, qld,19311218,505,0.5458744420474482
669, barnayb, reid,51, lakes retkremeent estate, hurley street, kempsey,5162, vic,19981021,1316,1.0
670, stephanie, white,7, tambo street, dunfield park, eight mile plains,3751, nsw,19460625,506,0.9117530575041186
671, joshua, green,1, hawkesbury crescent, loughmre, penols,6020, qld,19010219,507,0.9117508892944677
672, white, christian, , boolee setreet, noss, ,4352, nsw,19491125,1317,1.0
673, flyn, cresp, , nambucca street, , sandy bay,2768, vic,19761117,198,0.9117503175693065
674, jack, bridgland,226, callistercrescent, paradiselake resort, lindfield,5073, nsw,19930210,508,0.9117474554814153
675, dante, campbell,153, scantlebury crescent, , rochester,3011, sa,19570319,509,0.9117517947753979
676, aidan, belperio,4, charlton crescent, openshaw, st clair,4508, nsw,19720503,1318,1.0
677, hilton, talia,11, rosellastreet, , camperdown,3752, vic,19201213,1319,1.0
678, isabella, browne,57, fincham cerscent, wilga, thebarton,2642, nsw,19210914,1320,1.0
679, annabelle, weerta,4, firbank close, fronda, riverhills,2025, sa,19490420,511,0.9117525210312887
680, casey, dent,71, lubuma place, tressing fields, st ives,5171, vic,19210430,512,0.9117530878457122
681, lachlan, everett,26, owen dixon drive, lansdowne, yarrawonga,5290, nsw,19260926,1321,1.0
682, samuel, voivodich,426, manton place, brentwo od vlge, buddina,4218, nt,19820724,513,0.9117530188076086
683, amber, wite,31, moodie street, degadelga, eaton,2042, nsw,19120819,245,0.9117518966162003
684, chloe, arneik,113, nelson place, blue hills, belmont,4883, sa,19000803,299,0.9117446540757801
685, cameron, bishop,4, chillago e street, edith hall, numeralla,6152, sa,19290325,432,0.9117520332835758
686, paris, rudd,270, la perouse street, yellow dam, mirboo north,2452, wa,19471029,1322,1.0
687, jordan, white,310, yerra court, , leichhardt,2155, wa,19371126,514,0.9117483
688, marcus, reid,290, geils court, cambri vlge, naremburn,6020, nsw,19400624,342,0.9117516081555106
689, benjamin, wbeb,10, giliruk drescent, cherry court, balwyn north,3622, nsw,19860415,515,0.9117508527095749
690, ashlie, mason,3, sinclair street, young retirement village, flagstaff hill,3201, nsw,19540731,423,0.9117522712647231
691, keeley, felmingham,32, angliss place, cranbrnook, annandale,2640, nsw,19860811,246,0.911751461287168
692, jaiden, rollins,95, rossarden street, tulgewyood, balwyn north,2224, nt,19280722,171,0.9117533114503865
693, thomas, milburn,12, sheehy street, witsend, kilcoy,6153, sa,19080629,516,0.9117515
694, jordan, vaile,12, postle circuit, rosewynne, mansfield,4152, qld,19250617,82,0.9117505259966012
695, emiily, richmond,135, kalgoorlie crescent, peppertree, lilydale,3031, nsw,19590607,517,0.9117505550181623
696, emiily, croker,15, castletonc rescent, montrose, como,4214, nsw,19461118,518,0.9117527602450002
697, aalijah, huddy,60, currong street, chactro, wellingtn point,2232, sa,19960324,519,0.9117481704450502
698, patrick, dargaville,18, rosdeale, ceruttycrescent, st lucia,3364, ,19770925,520,0.9117543846287881
699, jonai, nguyen,8, dalley crescent, the palms village, kingaroy,2607, nsw,19591019,143,0.911753078611313
700, emmerson, lock,5, gordal e, burnie syreet, thursday island,3147, vic,19211129,79,0.9117537936205061
701, sophie, nicolle,112, garling street, spring creek, kotar a,4740, nt,19111001,39,0.9117529691177969
702, oliver, pennell,25, hardman street, t int-sect garden, cranbourne,2830, nsw,19880825,1323,1.0
703, novak, benjamni,39, port jackson circuit, sherw ood, dapot,6163, nt,19010630,521,0.9117473244493477
704, oliver, salt,25, mcmillan crescent, halls of residence monash university, coffs harbour,7310, qld,19311218,505,0.9117523789105084
705, ryan, matthews,66, leist street, clarence chambers, torquay,3549, wa,19330505,489,0.9117538331968299
706, christopher, coleman, , fisk street, shopping centre, north ryde,2710, sa,19940821,1324,1.0
707, joe, hammer,15, amble side garden, wynn place, burnett heads,2200, qld,19420902,522,0.9117541
708, briony, dunst ohe,42, badham street, attunga orchard, macquarie fields,3190, wa,19340729,365,0.9117521347288977
709, callum, camens,35, latchford street, northwest medical centre, cloverdale,2481, tas,19810925,523,0.9117522244335708
710, phoebe, berryman,25, badimara street, garden est, toronto,3146, qld,19241130,524,0.9117449817343408
711, chloe, crossman,73, shenton crescent, sec 209 clifton farm, south melbourne,2324, vic,19680424,1325,1.0
712, carly, hage,67, tasmania circle, palm lake resort, queenscliff,2121, wa,19710623,1326,1.0
713, william, tettmar,7, horrocks street, leveritt park, baskerville,3781, qld,19610318,525,0.9117508228084719
714, thomas, pegg,6, bath place, fourways, irwin,3931, nsw,19980508,1327,1.0
715, matthew, humphreys,25, adamson crescent, villa 2, mannum,3942, nsw,19770818,1328,1.0
716, callu, jankus,132, mcgivern cfescent, wyncliffe, sylavnia,3187, nsw,19930925,526,0.9117510560373443
717, natasha, rizzo,10, aspinall street, locn 105, stanhope gardens,2770, vic,19950211,1329,1.0
718, jack, morcom,12, schomburgk street, warrumbungle, villawood,3018, tas,19800912,1330,1.0
719, samuel, coleman,60, backhouse street, barwhalla, quorn,3147, nsw,19541004,527,0.9117522534556904
720, connor, kang,4, castles place, glennhill, dunsborough,3228, vic,19630915,1331,1.0
721, liam, shobdn, , sheehy street, part set 231, kardiya,3182, qld,19220917,349,0.9117533169470671
722, briony, koerbin,146, violet grover place, wybelanah, mill park,2446, nsw,19210210,528,0.9117501
723, georgia, ryan,38, cullen street, balmoral garden, emu plains,4068, nsw,19401127,529,0.91175103
724, chelsea, colquhoun,22, tillyard drive, rowethorpe, noarlunga downs,2800, nsw,19690220,290,0.9117513597107028
725, jordan, fostiak,101, dutton street, munmurra park, lower templestowe,2298, vic,19800425,1332,1.0
726, joshua, shepherdson,32, tenison-woods circuit, boronia lodge, glen innes,5211, qld,19100930,55,0.7280859070279084
727, jesse, bloomfield,12, allambee street, grandview, mitcham,5290, nsw,19150202,1333,1.0
728, thomas, reid,98, booroondara street, locn 1025, pampas,2086, qld,19570305,1334,1.0
729, ameila, blake, , halfrey circuit, , shoalhaven heads,6162, sa,19880506,530,0.9117526415175256
730, aidan, horsley, , rosenthal street, wattle brae, irvingdale,3082, vic,19161004,531,0.9117537018035032
731, tabitha, boschma,1927, osborne place, port 124, taren point,3205, vic,19450311,1335,1.0
732, jack, kubenk,36, dryandra street, ravensfield, mclaren vale,2106, vic,19860307,1336,1.0
733, graec, szocinski,16, neeld alce, treasalee, wyoming,3501, wa,19670723,1337,1.0
734, jasmne, hodgeens,399, burttcrescent, yammacoona, maryborough,6006, qld,19970618,533,0.9117519
735, bailee, dent,58, maddock place, jingara, nowra,4171, qld,19950112,63,0.9117514784364529
736, , rundle,5, beaumont c lose, , coonabavrabran,4020, vic,19640105,217,0.9117516749938791
737, mason, zachary,16, , st john of g od hospital, camira,2120, qld,19300102,536,0.9117400198292249
738, max, burman,10, minter place, mooresley, nunawading,7011, nsw,19940510,1338,1.0
739, judah, jeffries, , condamin e street, tinaroo falls, canterbury,2162, nsw,19350906,539,0.9117533960993048
740, michael, laverty,6, lenehan street, sennocke, suffolk park,2208, vic,19631213,107,0.9117533565231771
741, eliza, tiffin,8, brawn place, , northbridge,2017, vic,19131019,282,0.9117528393967387
742, , stubbs,127, jardine street, delmar, greenacre,3198, vic,19190221,1339,1.0
743, harrison, schumann,24, monaro crescent, donnelly rvr villg, oakleigh,2281, nsw,19991013,185,0.9117528055373751
744, aimee, trzconski,117, jacobs street, blue hills, frankston,2198, nsw,19280418,540,0.9117529792316501
745, emiily, bullock,251, ivo whitton circuit, kacwdoo, blackburn north,3906, nsw,19470901,541,0.9117513182886453
746, lachlan, hyland,16, colebatch place, penquiteroad, new lambton heights,4305, qld,19340129,542,0.9117537883436643
747, ethan, pringle,2, o'connell street, canberra hse, urana,5108, tas,19510914,277,0.9117532369154321
748, flynn, cresp, , nambucc a street, rowethorpe, sandy bay,2768, vic,19761117,197,0.9117490346969552
749, jaykob, clarke,75, mileham st reet, kimbreley, daby,2107, wa,19000919,543,0.9117482061494131
750, mason, caitlin,451, oakey creek road, moodnah, newstead,3035, nsw,19250317,413,0.9117490056758941
751, webb, sam,5, deamer crescent, belaradah, west lakes shore,2570, wa,19880611,141,0.9117385303558232
752, samara, willing, , , cool inda, concord,3765, nsw,19270204,263,0.9117505547543299
753, jade, browne,12, noble clse, circle h, avoca,3180, qld,19921015,61,0.9117533859854039
754, , ,24, , woorinyan, riverwood,3749, qld,19180205,227,0.9117468398962103
755, casey, dent,61, lubuma place, tressing fields, st ives,5171, vic,19210430,512,0.9117530878457122
756, william, mcclelland,45, sparkes close, opal cove resort, bowen mountain,6100, wa,19620103,331,0.91175306
757, joshua, harbottle,1, mainwaring rich circuit, uralgurral, belmont,5098, qld,19930324,467,0.9117487814225617
758, rosa, prar,40, nicholson crescent, vill 32, mountf evelyn,2200, nsw,19080409,544,0.911749332163382
759, beau, tongyode,195, dingo flats, tourist park, gray,3620, vic,19071010,545,0.9117522237739772
760, karla, rump,39, hilder street, killarney, normanhurst,3219, wa,19010414,546,0.9117539677564636
761, zachary, owerko,4, bendigo street, maroubra beach, maclean,2756, vic,19470101,547,0.9117540724140983
762, parr, rosa,40, nicholson crescent, villa 32, mount evelyn,2200, nsw,19080409,544,0.9117465316655173
763, shelbey, matthews,48, learmonth drive, dolphin arcade, sanctuary point,2289, nsw,19440419,548,0.9117534466688273
764, lucsa, ryan,71, walker crescent, brackengrae, belrose,5024, vic,19840323,549,0.9117521050472245
765, tyler, morrison,22, captain cook crescent, warraberry, rowville,6056, qld,19840630,550,0.9117435
766, jassim, pasaricek,20, carron street, posetto, yunta,2210, sa,19861109,1340,1.0
767, , kiss,21, pialligo avenue, caravn park, ,2530, vic,19310218,551,0.9117516868664893
768, webb, xani,5, len water ss ctreet, willmont park, boweral,2615, wa,19911101,553,0.9117502568880347
769, jenna, rodaro, , livingston avenue, st franis room, mooroolbark,3977, qls,19830926,554,0.9117464415269303
770, aidan, blackcwell,2, crosshills, eddy crescent, white patch,2121, vic,19980911,332,0.9117472835568294
771, campbell, matthews,95, derrington crescent, the meajdows, centennial park,2073, nsw,19750315,1341,1.0
772, chloe, lovelock,52, healy street, wandary hill, springvale south,2528, act,19370419,1342,1.0
773, annabdlle, weetra,4, firbank close, fronda, riverhills,2025, sa,19490420,511,0.9117528798520991
774, luke, snelling,134, postle circuit, white lodge, penrith,2283, nsw,19310131,1343,1.0
775, joel, bishop,15, mcluckie crescent, allawah flats, branxton,2340, ,19880214,1344,1.0
776, maddisvn, braithwaite,15, rosman circuit, , nhill,7237, nsw,19080131,556,0.9117465620048673
777, ella, cannell,18, mainwaring rich circuit, kincumber nautical vlge, asquith,4075, nsw,19570915,60,0.911741062838293
778, kelsy, ketelaars,19, eldershaw place, brindabella specialist centre, burrum heads,7249, qld,19200423,1345,1.0
779, marcus, rei,290, geil s court, cambri vlge, narembjrn,6020, nsw,19400624,342,0.9117517471090177
780, liam, laing,7, theodore street, , padstow,6004, vic,19391123,558,0.9117506
781, sonja, kleve,28, dallachy place, copely, keon park,4362, nsw,19880528,559,0.9117537
782, george, blam,15, mcdonald street, burnside, mount eliza,6567, vic,19730806,560,0.9117516426740038
783, joel, ejlak,61, eppalock street, brentwood vlge, taigum,2644, nsw,19351102,24,0.9117539229032295
784, natalia, george,22, glenview, woollum street, morweul,6056, wa,19540306,241,0.9117528503900413
785, isabella, nguyen,16, wilshire street, erinsvale, rose bay,6207, vic,19760517,144,0.9117489469742315
786, meg, fauser,2, bimbiang crescent, garden creek, labrador,4034, qld, ,325,0.9117554426490355
787, liersch, michael,29, hallstrom circuit, , northampton,4405, nsw,19360816,1346,1.0
788, danik a, alhabsji,2, ewing street, oak dale, toowoomba,2161, vic,19020325,561,0.9117529
789, connor, rawlings,70, corin pace, oxford, kuraby,4216, qld,19330925,149,0.9117538138484027
790, bailey, dogg, , atherton street, golden lea, orange,6014, vic,19470823,1347,1.0
791, elton, waller,37, blacket street, , st kilda east,3221, wq,19920706,1348,1.0
792, joshua, leppard,4, murranji street, villa 19, erindale,6057, vic,19490620,1349,1.0
793, bradley, bishop,14, newman morris circuit, shiloah, wickepih,2711, wa,19420604,17,0.9117538534247356
794, demie, madigan, , fawkne street, evergreen, bunyip,6007, sa,19940729,457,0.5458744652215356
795, timothy, ebert,8, devonport street, mount patrick, somerset,6105, nsw,19450222,1350,1.0
796, emiily, bullock,57, ivo whitto n circuit, kacadoo, blackburn north,3746, nsw,19470901,541,0.9117517826389371
797, kyle, bizjak,60, ferrier place, yarrimbah, boyanup,3074, nsw,19701103,562,0.9117537
798, zachary, owerko,4, bendigo ttreet, maroubra beach, maclean,2756, vic,19470101,547,0.9117540724140983
799, mackenzie, nicolle,16, snowden place, windsor lodge, greenhill,2152, nsw,19420118,1351,1.0
800, izaac, quill,10, lexcen avenue, lochenfels, redbank plains,2731, wa,19600320,1352,1.0
801, tahlia, vacchiani,67, newland street, tahmoor, blackbutt,2304, qld,19041007,564,0.9117536834664983
802, grossman, tara,1, denovan circuit, greigs flat, eastern heights,2560, qld,19500910,565,0.9117485283687503
803, williiam, dowley,15, terewah circuit, , poolaijelo,4108, sa,19230716,317,0.9117464281160753
804, olivia, felmingham,32, anglissp lace, cranbrook, annandale,2604, nsw,19860811,246,0.9117493632951814
805, jasmyn, seehusen,198, alfred hill drive, sun city resort, elwood,3496, vic,19440409,304,0.9117511209405113
806, joshua, villeiqrs,273, goyder street, loughmore, adelaide,2484, vic,19730628,566,0.9117517323781767
807, joshuaz, parr,36, , corcoran, bungwahl,2777, vic,19950525,385,0.9117519850014479
808, benjamin, akkermans,20, macedon crescent, , regentville,4507, sa,19940816,1353,1.0
809, dominic, flockhart,2, oxley street, clear creek, norhtgate,3000, wa,19890621,135,0.9117529867950541
810, seamus, nguyen,98, , chobe, yarraville,2107, wa,19960816,386,0.9117499587589143
811, zachary, clarke,2, port jackson circuit, masonic memorila village, minchinbury,4470, sa,19731003,537,0.9117494416523859
812, david, huddy,40, mina wylie crescent, , thornbury,3281, qld,19840327,567,0.9117528316574544
813, tyler, statton,4, paul coe crescent, belgrave arcade, kingston,3179, vic,19701224,568,0.91175383
814, benjamin, brock,25, rossarden street, north road, mosman,3953, qld,19601113,569,0.9117434
815, kirra, berry,199, davenport street, bryntirion, rylstone,4703, wa,19530221,1354,1.0
816, jade, zimmermann,33, nepean place, holloway haven, scarborough,4573, nsw,19351222,1355,1.0
817, lachlan, mcgregor, , , ocean star villas, eastwood,2615, nsw,19051211,1356,1.0
818, carlin, dabinet,8, holden ipace, park lane estate, southern river,2730, sa,19550806,570,0.9117524225317136
819, chloy, mcphie,5, robertson street, langleigh, swanwick,4262, qld,19340310,571,0.9117523425008899
820, oscar, ferris,1, shore place, leisure living vlge, hamilton,3128, nt,19080521,1357,1.0
821, stella, chandker,50, ebden street, rosetta village, harbord,6304, vic,19741215,32,0.9117539054896272
822, flynn, weller,23, woollum street, allu nga, surreyh ills,2870, qld,19700106,572,0.9117501805653764
823, melanie, bourras,74, inwood place, gorgecreek rchards, hoppers crossing,2203, nsw,19971016,573,0.911751955319825
824, noah, campbell,9, pryor place, , montagu bay,4059, vic,19290211,1358,1.0
825, benjamin, weller,33, swanton street, morago, ,7305, nsw,19540118,1359,1.0
826, de vmga, kayne,25, canna n crescent, glen rock, rivett,4020, vic,19581106,574,0.911747
827, morrison, grace,66, quinlivan crescent, greengrove, caulfield north,4120, vic,19460909,1360,1.0
828, joshua, beadle,19, williamson street, lignum, orange,3193, vic,19570308,1361,1.0
829, jemma, vincent,4, bangalay crescent, rivergum van park, wentworth falls,2572, sa,19480628,575,0.91175437
830, kaela, webb,85, mehaffey crescent, palestine, surry hills,3194, nsw, ,1362,1.0
831, anton, miles,45, de little c ircuit, hamilton park, cooroy,4202, vic,19100212,576,0.91175306
832, caleb, challenor,1, wellingtfn street, kinrossfarm, cronulla,5109, vic,19600213,1363,1.0
833, isabella, clarke,59, gillespie street, flr 5 john flynnkmedical centre, mount victoria,2147, act,19950110,140,0.9117434352013036
834, ethan, callahan,298, meyrickplace, , tarragindi,3961, nsw,19901001,1364,1.0
835, imogen, doody,33, byrnes place, , kilsyth,2176, tas,19220807,1365,1.0
836, jack, artis,49, macfarland crescent, tulla burra, springfield,4019, vic,19810320,577,0.5458737865083778
837, liam, grubb,63, rowell place, argyle, kotara south,3002, qld,19660416,239,0.91175383
838, madisoen, welller,11, coplanddrive, , birmingha m gardens,4350, wa,19341024,56,0.9117401360995591
839, jake, grosser,3, lexcen avenue, horseshoe bend, bomaderry,2161, vic,19670227,108,0.9117523728422376
840, riley, george,2, alice jackson crescent, jewells medical centre, athelstone,3912, ,19901121,1366,1.0
841, lily, sideris,16, hallstrom circuit, joro be, surry hills,6012, nsw,19150910,294,0.9117538331968299
842, tristan, ca rp,222, marchant circuit, georgdeale, campbelltown,2193, nsw,19281204,578,0.9117508291404692
843, cameron, bishop,4, chillagoe street, edith hall, numeralla,6152, sa,19290325,432,0.9117519974017733
844, coleman, jack,312, andersom street, , north sydney,2486, nsw,19851226,1367,1.0
845, indyana, stagoll,13, stockdale street, norfolk park, morwell,4101, qld,19951122,579,0.91174877
846, noah, gamlin,18, canning street, villa 183, mosman,7202, sa,19091023,466,0.911751911127205
847, isabella, whitei, , monaro highway, jarara, beaumaris,2619, nsw,19521225,580,0.9117455003976411
848, drechsler, samantha,52, mara place, tower b rockdale, rochedale south,5495, nsw,19330422,581,0.9117470864815398
849, andrew, gilbertson,12, anembo street, apt 312 the rock wall, nedlands,4702, nsw,19460513,397,0.9117510015556578
850, riddell, kirra,27, rene wtreet, medical centre, burpengary,2747, qld,19140824,1368,1.0
851, holly, stoker,5, ballumbiw street, chetwyhd, kirrawee,6009, vic,19300121,236,0.9117535234466098
852, hugh, rusack,19, biddell place, kolora, carlingford,4744, nsw,19970623,582,0.91174966
853, emalcene, ryan,26, lance hill avenue, cameroo, forest hill,3070, nsw,19720615,98,0.9117470141943282
854, sophie, butlock,6, boolee street, , port fairy,6076, sa,19361014,328,0.911743501740359
855, domenique, paterson,15, merewether pu blic school, lubum aplace, greensborough,3138, qld,19160017,583,0.9117521161283813
856, alicia, webb,1215, fisken crescent, , hurlstone park,2144, qld,19990527,1369,1.0
857, connor, rawlings,70, corin place, oxford, kuraby,4216, qld,19330925,149,0.9117538331968299
858, davi d, huddy,1, mina wylie crescent, arthella, thornbury,3281, qld,19840327,567,0.5458743864706594
859, madeline, belling,14, jackie howe crescent, golambio cottage, picnic point,4053, nsw,19600218,1370,1.0
860, aleish, mcelwee,34, osburn drive, parraweena, condell park,5237, act,19440525,70,0.9117530284817346
861, samuel, ryan,512, hilder street, state bank arcade, davistown,2300, sa,19830613,291,0.9117501210149036
862, ethan, pringle,2, o'connell street, , urana,5108, qld,19510914,277,0.9117525219107497
863, mikaela, white,4, anzac park, villa 5, blair athol,4557, vic,19811017,584,0.911752200028614
864, jacob, marampon,39, lowanna street, glenveagh, keysborough,3806, vic,19820914,200,0.9117545772350208
865, cooper, coxon,8, downard sstreet, homew ood, laaneocorie,3128, sa,19070923,330,0.9117518469270204
866, riley, lodge,22, chuculba c rescent, yarramine park, lower tempelstowe,2199, vic,19580921,585,0.9117502272069931
867, sophie, mason,26, untz1, may mills close, craigomre,2622, nsw,19700207,587,0.9117536
868, tara, grossman,1, denovan circuit, greigs flat, eastern heights,2560, qld,19500910,565,0.9117520856991762
869, jonah, nguyen,8, dalley crescent, , kingaroy,2607, nsw,19591019,143,0.9117536142080608
870, samatnha, drechsler,52, mara place, tower b rockdale, rochedale south,5459, nsw,19330422,581,0.9117504001486695
871, henry, bloomfield,20, bendigo retirement village, mcdougal lstreet, rosebud,4563, wa,19321112,372,0.91175362410212
872, aloysius, jolly,14, morehead street, gleneira, scarborough,4078, qld,19170308,588,0.9117531775513542
873, indiana, goonan,4, sparkes close, corinell aglen, carnegie,3135, nsw,19610313,589,0.911752474419869
874, tyler, george,41, murrung crescent, elizabeth residential village, beaconsfield upper,5606, nsw,19870504,1371,1.0
875, jackson, eglinron,840, mountview, fowles treet, burlei gh heads,2803, sa,19830807,590,0.9117533411324655
876, jackaon, prestia,29, priddle sjtreet, mirilla, graceville,3012, qld,19260601,281,0.9117532
877, connor, beckwith,10, heard street, , mill park,5031, nsw,19081103,1372,1.0
878, eboni, pantazooulos,20, allottj place, wyoming park, aldgate,2235, sa,19860807,53,0.9117522633495971
879, coby, berry,27, heagney crescent, , cremorne,3078, qld,19260518,379,0.9117524418798358
880, james, orchard,3, carnall close, kooyong, ballina,3095, qld,19970331,591,0.9117522831374136
881, bethany, glennon,17, davice place, , robinson,2502, nsw,19111117,1373,1.0
882, ethan, stubbs,9, prichard circuit, garden creek, sefton,4207, vic,19390912,1374,1.0
883, christopher, vilums,10, rene street, , crows nest,4754, sa,19851127,300,0.9117520146830808
884, rile, meadows,212, chuculbaic rescent, yarraminr park, lower templestowe,2199, vic,19580921,585,0.9117483500662834
885, harley, mccarthy,177, pridham street, milton, marsden,3167, nsw,19080419,0,0.9117513056245807
886, jake, grosser,3, lexcen avenue, horseshoe bend, bomaderry,2161, vic,19670227,108,0.9117523728422376
887, william, shepherd, , horsley crescent, annesley, clayton,2203, qld,19920927,592,0.9117524770582506
888, sophie, samios,101, pridham street, calandra, cronulla,2580, wa,19591009,1375,1.0
889, westbrook, jake,24, booroondara street, ascot park, salisbury east,2704, nsw,19001115,593,0.9117462638882284
890, ella, eyles,30, cinema centrd bldg, roothqlace, yeronag,3730, nsw,19550910,595,0.9117541907037593
891, joel, ejlak,61, brentwot d vlge, eppalock street, taigum,2644, nsw,19351102,24,0.9117541016566949
892, madisn, matthews,4, sugarloaf circuit, bonny doon, burpengary,2090, vic,19290710,596,0.9117521644105809
893, dillon, meaers,40, murphy street, the swamp, salisbury east,7305, sa,19851018,1376,1.0
894, brooklyn, naar-cafentas,210, duffy street, tourist psrk, berwick,2481, nsw, ,598,0.91175544
895, kathleen, povey,63, ashburner street, rsde 668, revesby,2902, nsw,19710923,488,0.9117526
896, tanar, nguyen,8, jerrabomberraavenue, brentwood village, broome,4022, vic,19011002,599,0.9117390810326778
897, marley, hentze,94, tardent street, loma langie, seabton,2758, nsw,19510221,601,0.9117532672570874
898, victoria, soden,10, ainslie avenue, wildefell, karridale,3130, sa,19870610,1377,1.0
899, breeanne, dibben,6, collicott circuit, berkley lodge, loganholme,2317, nsw,19241203,327,0.9117511388812325
900, bianca, dixon,12, bingley crescent, baptist retirement, woodbridge,6021, wa,19921029,602,0.9117541920229757
